mission,location,slug,label,type,level,parent,longitude,latitude,code,currency,phoneCode,timezones,isCapital,airtableId,created,updated,synced,title,airtableId,company,recruiter,customerSuccess,seatsCount,position,exampleLinkedInUrl,videoDescription,jobPresentation,teamPresentation,requirementsDescription,softSkills,possibleEvolutionsDescription,employeeAdvantages,otherPrecisions,customQuestions,forbiddenHeadhunting,recruitmentProcess,jobType,jobStart,jobEnd,salaryMin,salaryMax,salaryCurrency,created,updated,synced,locationType,cpSuccessFee,status,compensationModel,trialPeriod,paymentSchedule,exampleLinkedInUrlCompany,notesFromCsm,clientWebsite,clientCalendly,clientPhone,clientRelationship,clientPerpectives,clientPastExp,clientFeelings,clientFunraising,sectorExpMax,positionExpMax,sectorExpMin,positionExpMin,cpBounty,minHeadhunterCut
rec9B1Iwayh8YU3pc,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Altamoda - Off-Cycle M&A Intern (June to December),rec9B1Iwayh8YU3pc,altamoda,,jordan,1,merger-and-acquisition-analyst,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,1,Paused,,,,,,,,,,,,,,,,,,,
recbkqmFA5hf81Ppv,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Altamoda - 1 M&A Analyst Intern - Jan,recbkqmFA5hf81Ppv,altamoda,,jordan,1,merger-and-acquisition-analyst,,https://drive.google.com/file/d/1rZisOJCc7itHJVaEc6LF4atpxF9ptfH6/view?usp=sharing,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.8,Paused,,,,,,,,,,,,,,,,,,,
recFTe6bxv2mkH4YZ,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Mangrove - Content Creator,recFTe6bxv2mkH4YZ,mangrove,,thibaut,1,content-creator,,https://drive.google.com/file/d/1rhSKgqrSWuWUWQn0DARK4Q-FrfMBSNK7/view?usp=sharing,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.1,Dead,,,,,,,,,,,,,,,,,,,
reciEEAQEtceF9GvR,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Software Club - Founder Associate,reciEEAQEtceF9GvR,software-club,,philippe,1,founder-associate,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,,Dead,,,,,,,,,,,,,,,,,,,
reciyBfDq6P4e5jEN,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Mangrove - Community Manager,reciyBfDq6P4e5jEN,mangrove,,thibaut,1,community-manager,,https://drive.google.com/file/d/1rhSKgqrSWuWUWQn0DARK4Q-FrfMBSNK7/view?usp=sharing,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.16,Dead,,,,,,,,,,,,,,,,,,,
recIYspADVlMVqb81,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Citron.io - Sales Development Representative,recIYspADVlMVqb81,citron.io,,lery,2,sales-development-representative,,https://drive.google.com/file/d/1r3QKqB1oSNHd9MSXeLYr3OyAM22RThVM/view?usp=sharing,"<p>Au sein d’une équipe commerciale de 6 personnes, le Sales Développement Représentative aura pour objectif principal de développer le portefeuille client de Citron®, (entreprises, collectivités, bailleurs),grâce au Marketing Inbound.</p>
<p>• Suivre le marché, comprendre les différents acteurs et le positionnement de la concurrence,<br>
• S’appuyer sur les leads du marketing Inbound afin de planifier des rendez-vous clients,<br>
• Qualifier les prospects, Prioriser les prospects,<br>
• Détecter des opportunités d’affaires,<br>
• Identifier les besoins clients par une écoute active, Proposer des projets adaptés,<br>
• Créer des campagnes de mailing,<br>
• Accompagner les business Developers dans leur projet client ,<br>
• Rediger des propositions commerciales,<br>
• Utiliser un CRM (Hubspot) pour prospecter et qualifier les leads,</p>
",,"<ul class=""liste"">
<li>Première expérience en tant que commercial ou équivalent,</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expérience orale et publique,</li>
<li>Autonomie, Ecoute clients, Organisation,</li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li>Volonté de travailler dans une Proptech à forte croissance,</li>
<li>Réel intérêt pour le monde de l’énergie,</li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
</ul>
",,,,,,,,CDI,,,,,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,0.17,Paused,,,,,"<p>Junior: 35K - 43K + Bonus (1.5x - 2x fixe) =&gt; 1-2 year of exp within 26-27 years<br>
Senior: 43K - 55K + Bonus (1.5x - 2x fixe) =&gt; min 5 years of exp</p>
<ul class=""liste"">
<li>candidats ideal:<br>
https://www.sobre-energie.com/<br>
https://www.advizeo.io/ (pas engager une guerre de talent etre discret)<br>
-https://www.deepki.com/</li>
<li>Dalkia (EDF)</li>
<li>Idex</li>
</ul>
",https://citron.io,,,,,,,,,,,,,
reco7sqp1LuUkyVRc,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Citron.io - Energie Manager,reco7sqp1LuUkyVRc,citron.io,G.bac@citron.io,lery,1,others,"<p>https://www.linkedin.com/in/ousmane-mbengue-48175212b/</p>
",,"<p>Suivi des consommations énergétiques d’organisations (entreprises et collectivités)<br>
 Achat d’énergies<br>
Assistance à Maîtrise d’Ouvrage<br>
 Etude de faisabilité approvisionnement en énergies renouvelables<br>
 Accompagnement à la certification ISO 50 001<br>
 Accompagnement à la réponse au Décret Tertiaire<br>
 Audits énergétiques (activités tertiaires complexes, procédés industriels)<br>
Rendez-vous commerciaux<br>
 Dimensionnement de projets et rédaction de propositions commerciales<br>
Suivi des relations commerciales et proposition de prestations de conseil<br>
adaptées à ses clients</p>
",,"<ul class=""liste"">
<li>De formation ingénieur bâtiment, énergie, thermicien ou équivalent</li>
<li>Trois années expérience significatives dans un secteur lié à l’efficacité énergétique, à la digitalisation (plateforme SaaS) ou au big data.</li>
<li>Avoir de l'expérience en Audit et un plus.</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite,orale et publique.<br>
 Volonté de travailler en équipe, de gérer des projets de bout en bout<br>
-Volonté de travailler dans une Startup à fort potentiel de croissance<br>
-Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition<br>
-Énergétique des entreprises et des collectivités</li>
</ul>
",,,,,,,"<p>3 entretiens: Manager + collaborateurs</p>
",CDI,,,37000,50000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,0.17,Active,,,,,,https://citron.io,,,,,,,,,5,,3,6290,0.50
recObvBwoSTSuFEll,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Citron.io - Ingenieur Conseil,recObvBwoSTSuFEll,citron.io,,lery,1,others,"<p>https://www.linkedin.com/in/salom%C3%A9-dupied-a31000130/</p>
",,"<ul class=""liste"">
<li>Réalisation d'audit énergétique réglementaire</li>
<li>Accompagnement sur les exigences réglementaires de type décret tertiaire</li>
<li>Management de l'énergie : Gestion de projets, suivi de la performance énergétique, indicateurs de performance énergétique par rapport à l'activité</li>
<li>Rédaction des rapports de diagnostic</li>
</ul>
",,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",,"<p>L'ingénieur-conseil pourra à l'avenir prétendre au rôle de &quot;energy manager&quot;.</p>
",,,,,"<ol>
<li>Pour le premier rendez-vous, vous rencontrerez votre manager direct afin de juger de la correspondance de votre profil au poste proposé</li>
<li>Lors du deuxième rendez-vous, vous rencontrerez les associés afin de valider votre profil</li>
<li>Au troisième rendez-vous, vous rencontrerez vos futurs collaborateurs dans une ambiance décontractée, afin de découvrir l’ambiance au sein de Citron® et de poser toutes vos questions !</li>
</ol>
",CDI,,,37000,50000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,On-site,0.17,Active,,,,,"<p>Le salaire est compris entre (à voir selon l'expérience):·  Junior : 37-38K€·  Confirmé : 40-42K€·  Sénior :50K€</p>
<ul class=""liste"">
<li>Bonus sur la démarche commerciale</li>
</ul>
",https://citron.io,,,,,,,,,5,,3,6290,0.50
recOLEbIR0xzdb1kT,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,"Altamoda - Senior analyst (Associate)
",recOLEbIR0xzdb1kT,altamoda,,sabrina,1,merger-and-acquisition-analyst,,,"<p>As an M&amp;A Analyst, you will be involved in<br>
Strategic analysis work;<br>
Drafting of various presentation elements;<br>
-Financial modelling and valuations;<br>
-Research on various market sectors in relation to the clients' business;<br>
-coordination and execution of mandates as part of a deal team</p>
","<p>The team currently consists of about ten people.</p>
","<ul class=""liste"">
<li>Candidate currently working at Lazard or Perella</li>
</ul>
",,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.1333,Paused,,,,,,,,,,,,,,,,,,,
recONKansnIbXY6ij,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Not So Dark - Marketing Manager,recONKansnIbXY6ij,clone,thomas.chen@edu.emlyon.com,philippe,1,marketing-manager,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.08,Closed,,,,,,,,,,,,,,,,,,,
recqqidMvCVBrvsnb,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,PerfectEarthFood - Head of Sales France,recqqidMvCVBrvsnb,perfectearthfood,,lery,1,head-of-sales,,,"<p>Developing strategy, tactics, sales plans and profit targets.<br>
Developing relationships with clients.<br>
Identifying and reporting on business opportunities in target markets.<br>
Representing the business at conferences, trade fairs and networking events.<br>
Maximising new business development opportunities.</p>
",,"<p>-Deep knowledge of organic food retail and distribution companies (B2B)<br>
-Food services catering and organic e-commerce are a plus!<br>
-At least 5 years experiences<br>
-Can work independently<br>
-Proven sales track record on organic food retail distribution, knowledge on organic pasta a plus<br>
-Basic use of CRM<br>
-Passion for organic food and impact<br>
-Based in France</p>
",,,,,,,,Freelance,,,30000,40000,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.125,Closed,,,,,,,,,,,,,,,,,,,
recTOLFUh69KqHf4t,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Citron.io - Bizdev Senior,recTOLFUh69KqHf4t,citron.io,,lery,7,business-development,"<p><a href=""https://www.linkedin.com/sales/lead/ACwAAA1LM9YBSlBjSgZ_71wDoor4nI4oTCx4IzA,NAME_SEARCH,p4GJ?_ntb=eipMQRvFSyK8gmw6O4iF%2Bg%3D%3D"" target=""_blank"">https://www.linkedin.com/sales/lead/ACwAAA1LM9YBSlBjSgZ_71wDoor4nI4oTCx4IzA,NAME_SEARCH,p4GJ?_ntb=eipMQRvFSyK8gmw6O4iF%2Bg%3D%3D</a></p>
<p><a href=""https://www.linkedin.com/in/jacques-ck"" target=""_blank"">https://www.linkedin.com/in/jacques-ck</a></p>
<p><a href=""https://www.linkedin.com/in/camille-rollin-517023126/"" target=""_blank"">https://www.linkedin.com/in/camille-rollin-517023126/</a></p>
",https://drive.google.com/file/d/1r3QKqB1oSNHd9MSXeLYr3OyAM22RThVM/view?usp=sharing,"<p>Au sein d’une équipe commerciale de 6 personnes et en lien direct avec les dirigeants de l’entreprise, le business developer a pour objectif principal de tisser des liens avec des grandes entreprises pour développer le chiffre d’affaires de l’entreprise via l’ouverture de comptes<br>
 <br>
• Suivre le marché, comprendre le métier des différents acteurs et le positionnement de la concurrence,<br>
• <strong>Développer un portefeuille clients BtoB</strong> du premier contact à la signature du contrat<br>
• Créer et alimenter sa base de données de prospects, Qualification des prospects,<br>
• <strong>Détecter des opportunités d’affaires</strong>, rendez-vous clients,<br>
• Conseil en stratégie d’efficacité énergétique, Proposition de projets adaptés<br>
• Monter des propositions techniques en s’appuyant sur des ingénieurs en efficacité énergétique<br>
• Rédaction de proposition commerciales,<br>
• Négociation et vente de prestations intellectuelles ou de licence SaaS,<br>
• Utilisation d’un CRM très orienté new deal,</p>
",,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",,,,,,,,CDI,,,,,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,0.17,Paused,,,,,"<p>Junior: 35K - 43K + Bonus (1.5x - 2x fixe) =&gt; 1-2 year of exp within 26-27 years<br>
Senior: 43K - 55K + Bonus (1.5x - 2x fixe) =&gt; min 5 years of exp</p>
<ul class=""liste"">
<li>candidats ideal:<br>
https://www.sobre-energie.com/<br>
https://www.advizeo.io/ (pas engager une guerre de talent etre discret)<br>
-https://www.deepki.com/</li>
<li>Dalkia (EDF)</li>
<li>Idex</li>
<li>Energisme</li>
<li>Eveler</li>
</ul>
",https://citron.io,,,,,,,,,,,,,
recwe9VS4h7Qfkzjd,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Not So Dark - Customer Support,recwe9VS4h7Qfkzjd,clone,thomas.chen@edu.emlyon.com,lery,1,customer-support,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.08,Closed,,,,,,,,,,,,,,,,,,,
recwLbpaO7mIHkEep,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Urbest - Sales,recwLbpaO7mIHkEep,urbest,,thibaut,1,sales,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.1,Closed,,,,,,,,,,,,,,,,,,,
recWril35NdQ1pyCs,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Not So Dark - Key Account Manager,recWril35NdQ1pyCs,clone,,philippe,2,key-account-manager,,,,,,,,,,,,,,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,,0.08,Closed,,,,,,,,,,,,,,,,,,,
recZzXqsiS77tAAcS,europe/france/paris,europe/france/paris,Paris,State,4,europe/france,2.35222190,48.85661400,,,,,1,recUFk5Ak3msv5MLE,2023-04-21 09:52:19,2023-04-21 09:52:20,,Citron.io - Bizdev Junior,recZzXqsiS77tAAcS,citron.io,,lery,6,business-development,"<p><a href=""https://www.linkedin.com/sales/lead/ACwAAA1LM9YBSlBjSgZ_71wDoor4nI4oTCx4IzA,NAME_SEARCH,p4GJ?_ntb=eipMQRvFSyK8gmw6O4iF%2Bg%3D%3D"" target=""_blank"">https://www.linkedin.com/sales/lead/ACwAAA1LM9YBSlBjSgZ_71wDoor4nI4oTCx4IzA,NAME_SEARCH,p4GJ?_ntb=eipMQRvFSyK8gmw6O4iF%2Bg%3D%3D</a></p>
<p><a href=""https://www.linkedin.com/in/jacques-ck"" target=""_blank"">https://www.linkedin.com/in/jacques-ck</a></p>
<p><a href=""https://www.linkedin.com/in/camille-rollin-517023126/"" target=""_blank"">https://www.linkedin.com/in/camille-rollin-517023126/</a></p>
",https://drive.google.com/file/d/1r3QKqB1oSNHd9MSXeLYr3OyAM22RThVM/view?usp=sharing,"<p>Au sein d’une équipe commerciale de 6 personnes et en lien direct avec les dirigeants de l’entreprise, le business developer a pour objectif principal de tisser des liens avec des grandes entreprises pour développer le chiffre d’affaires de l’entreprise via l’ouverture de comptes<br>
 <br>
• Suivre le marché, comprendre le métier des différents acteurs et le positionnement de la concurrence,<br>
• <strong>Développer un portefeuille clients BtoB</strong> du premier contact à la signature du contrat<br>
• Créer et alimenter sa base de données de prospects, Qualification des prospects,<br>
• <strong>Détecter des opportunités d’affaires</strong>, rendez-vous clients,<br>
• Conseil en stratégie d’efficacité énergétique, Proposition de projets adaptés<br>
• Monter des propositions techniques en s’appuyant sur des ingénieurs en efficacité énergétique<br>
• Rédaction de proposition commerciales,<br>
• Négociation et vente de prestations intellectuelles ou de licence SaaS,<br>
• Utilisation d’un CRM très orienté new deal,</p>
",,"<p>·     Utilisation d’un CRM très orienté new deal<br>
·     ** 5 ans d’expérience en tant que commercial** ou équivalent<br>
·      Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.<br>
·     Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,<br>
·     Volonté de travailler dans une Proptech à forte croissance<br>
·     Réel <strong>intérêt pour le monde de l’énergie</strong><br>
·     Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail<br>
·     Plutôt <strong>trentenaire</strong></p>
",,,,,,,,CDI,,,,,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,Hybrid,0.17,Paused,,,,,"<p>Junior: 35K - 43K + Bonus (1.5x - 2x fixe) =&gt; 1-2 year of exp within 26-27 years<br>
Senior: 43K - 55K + Bonus (1.5x - 2x fixe) =&gt; min 5 years of exp</p>
<ul class=""liste"">
<li>candidats ideal:<br>
https://www.sobre-energie.com/<br>
https://www.advizeo.io/ (pas engager une guerre de talent etre discret)<br>
-https://www.deepki.com/</li>
<li>Dalkia (EDF)</li>
<li>Idex</li>
<li>Energisme</li>
<li>Eveler</li>
</ul>
",https://citron.io,,,,,,,,,,,,,
recKRL2QH6xEYq7sa,europe/germany,europe/germany,Germany,Country,3,western-europe,9.00000000,51.00000000,DEU,EUR,49,UTC+01:00,,recpZjhCMbl8DWSV2,2023-04-21 09:52:20,2023-04-21 09:52:20,,Hyperplan - Sales Manager Germany,recKRL2QH6xEYq7sa,hyperplan,,lery,1,sales-manager,,,"<p>As a Sales Manager, you will manage the whole sales cycle of one or several key client categories from lead generation, lead qualification, deal closing and customer success management. <strong>Your role will be key to achieve the ambitious short and medium-term objectives of Hyperplan</strong> and you will have a direct impact on the company’s performance and sustainability:<br>
 <br>
Identify and raise market trends and shifts while remaining fully aware of new products and competition status over your market perimeter ;<br>
 <br>
Manage the full sales cycle from lead generation to deal closing and customer success management over your market perimeter :<br>
 <br>
●     Reach out to customer leads through cold calling and mailing ;<br>
●     Present, promote and sell Hyperplan’s products using solid arguments and story-telling to existing and prospective clients ;<br>
●     Define the most effective pricing systems for your managed clients’ categories to find the right balance between clients’ satisfaction and Hyperplan’s growth objectives ;<br>
●     Manage commercial and contractual negotiations prior to closing deals ;<br>
●     Establish, develop and maintain positive business and customer relationships and treat existing clients as your most important asset ;<br>
●     Prioritize the resolution of customer problems and complaints to maximize their satisfaction in collaboration with Hyperplan’s Product Managers ;<br>
●     Build and promote strong, long-lasting customer relationships by partnering with them and understanding their needs.<br>
 <br>
Monitor and achieve agreed upon sales targets and outcomes within schedule as defined with the Business Development Director and in collaboration with the product and tech teams ;<br>
 <br>
Coordinate sales effort with the other Sales Managers and the product and tech teams to ensure your sales execution is permanently aligned with Hyperplan’s vision and strategy ;<br>
 <br>
Keep abreast of SaaS sales operations best practices and trends and help implement state-of-the-art sales processes to boost the sales’ team performance ;<br>
 <br>
Contribute to the continuous improvement and growth of the sales’ team through constructive feedback sessions, training, and sharing ;<br>
 <br>
Travel to meet your clients across Italy or Germany or Spain or Uk &amp; Europe for in-person discussions, negotiations, workshops.</p>
",,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",,,"<p>We want to help everyone succeed by offering the team a fun, exciting and stimulating work experience. You would be offered:<br>
 <br>
●     Competitive salary package: 60-65 k€ annual gross salary + variable income indexed on your performance<br>
 <br>
●     Full remote and flexible working hours ;<br>
 <br>
 <br>
●     Monthly Hyperplan days in varying locations to enjoy a great time with the team ;<br>
 <br>
●     All the tech equipment required to work efficiently from home.</p>
",,,,"<p>●     Intro call with the Business Development Director<br>
●     Meet the team<br>
●     Meet the CEO</p>
",,,,,,,2023-04-21 09:54:55,2023-04-21 09:54:56,,Full Remote,0.112,Paused,,,"<p>100% of the payment from the signing of the candidate's employment contract</p>
",,,,,,,,,,,,,,,,
recUMYC6no6ATWX6U,europe/germany,europe/germany,Germany,Country,3,western-europe,9.00000000,51.00000000,DEU,EUR,49,UTC+01:00,,recpZjhCMbl8DWSV2,2023-04-21 09:52:20,2023-04-21 09:52:20,,Truckoo - Sales Development Representative,recUMYC6no6ATWX6U,truckoo,julia@truckoo.com,thibaut,1,sales-development-representative,,https://drive.google.com/file/d/1PnYoq2FgU8EzkUN4m_pd6g4-1nwFg8E7/view?usp=share_link,"<p>We are seeking an ambitious sales development representative to join our growing international team. If you want to take a decisive role in shaping a fast-growing startup and play a vital part in building our future sales strategy - this place is for you!</p>
","<p>You start the position as a core member of truckoo’s interdisciplinary team and focus on building and managing business partner relationships, define a winning sales strategy for our future as well as ​impact our product solution roadmap based on valuable market feedback.</p>
","<p>It is an advantage if you have experience with outbound and inbound sales activities and contacting potential customers via different channels<br>
You are convincing, strongly self-motivated and think entrepreneurially<br>
Self-confidence, communication, a high level of commitment and solution-oriented thinking are also among your strengths<br>
You can communicate fluently in written and spoken German and English.<br>
Our new office is in Munich Westend, inkl. Kicker, big terrace ​and ​bbq and loooots of space.</p>
","<p>likes having impact,<br>
great leadership,<br>
likes to see real people using your product,<br>
likes to experiment and to learn</p>
","<p>Since our company is growing fast, you could manage a team of Sales and become the head of sales. If you don't want to manage, you could continue to improve your skills and teach other people about what you learned</p>
","<p>Holidays<br>
- Insurance<br>
- Company car and mobile phone,.</p>
",,,N/A,"<p>1-CEO<br>
2-Test<br>
3-Team</p>
",CDI,2023-05-01,2023-07-31,48000,68000,€,2023-04-21 09:54:55,2023-04-21 09:54:56,,On-site,,Active,,3,"<p>The recruiter sends to Cross Path the invoice once the candidate has successfully completed the trial period (3 months after the start date of the employment). If the candidate successfully completes the trial period, the recruiter will get 100% of the bounty. If the candidate resigns or is dismissed during the trial period, the recruiter will still get 50% of the bounty. Besides, if the recruiter can find a replacement within 2 months after the departure of the initial candidate, he will get the remaining 50% of the bounty.</p>
",,,https://truckoo.com/fr-FR,https://calendly.com/julia-284/,+49 (0)151 2366 46 46,,"<p>The company wants to grow from 20 employees to 30 in one year.</p>
",,,,0,5,0,2,9600,0.50
